annotator s1w1 s1w2 s1w3 s1w4 s1w5 s1w6 s1w7 s2w1 s2w2 s2w3 s2w4 s2w5 s2w6 s2w7 score
participant54 panel discuss issue and committee does too project present problem and document does too 6
participant54 design reduce amount and technique does too company cut cost and government does too 6
participant54 woman ask man and friend does too user send message and server does too 4
participant54 member attend conference and representative does too case require attention and process does too 6
participant54 project present problem and document does too programme face difficulty and country does too 3
participant54 project present problem and work does too programme face difficulty and country does too 5
participant54 government use power and company does too authority exercise influence and court does too 5
participant54 report stress importance and minister does too firm cause injury and incident does too 4
participant54 company provide system and university does too government use power and company does too 5
participant54 medication achieve result and programme does too man lift hand and wrestler does too 5
participant54 medication achieve result and programme does too drug produce effect and combination does too 4
participant54 customer pay price and taxpayer does too graduate begin career and student does too 4
participant54 group hold meeting and court does too man lift hand and woman does too 4
participant54 report stress importance and official does too firm cause injury and incident does too 5
participant54 graduate begin career and student does too company suffer loss and economy does too 4
participant54 force win battle and army does too people play game and child does too 5
participant54 company suffer loss and worker does too firm cause injury and incident does too 4
participant54 drug produce effect and combination does too employee start work and business does too 4
participant54 product satisfy demand and work does too study emphasise need and report does too 6
participant54 writer read word and reader does too family receive letter and applicant does too 4
participant54 mother leave house and husband does too school encourage child and campaign does too 4
participant54 member express view and committee does too pupil achieve end and school does too 5
participant54 service provide help and course does too researcher develop technique and engineer does too 4
participant54 committee consider matter and board does too study pose problem and paper does too 4
participant54 delegate buy land and investor does too mother leave house and father does too 4
participant54 company provide system and centre does too government use power and people does too 5
participant54 family receive letter and council does too survey collect information and student does too 4
participant54 committee consider matter and board does too panel discuss issue and board does too 7
participant54 researcher develop technique and engineer does too government use power and people does too 4
participant54 writer read word and reader does too family receive letter and council does too 4
participant54 commodity meet requirement and product does too charity help people and volunteer does too 4
participant54 member express view and committee does too company suffer loss and worker does too 4
participant54 product satisfy demand and system does too study emphasise need and statement does too 6
participant54 product satisfy demand and system does too study emphasise need and report does too 5
participant54 commodity meet requirement and system does too charity help people and project does too 3
participant54 wife pour tea and worker does too study emphasise need and report does too 4
participant54 researcher develop technique and university does too system use method and teacher does too 4
participant54 people share interest and organisation does too authority exercise influence and court does too 4
participant54 product satisfy demand and work does too commodity meet requirement and product does too 6
participant54 report stress importance and minister does too study emphasise need and statement does too 4
participant54 programme offer support and site does too road cross line and bridge does too 5
participant54 member attend conference and representative does too case require attention and law does too 4
participant54 customer pay price and taxpayer does too company cut cost and government does too 5
participant54 pupil use knowledge and child does too student acquire skill and group does too 4
participant54 member attend conference and representative does too group hold meeting and company does too 6
participant54 medication achieve result and patient does too drug produce effect and combination does too 5
participant54 people remember name and friend does too physician pass time and family does too 5
participant54 doctor use test and study does too physician pass time and family does too 4
participant54 patient need treatment and family does too programme offer support and centre does too 4
participant54 wife pour tea and man does too study emphasise need and statement does too 5
participant54 programme offer support and site does too road cross line and route does too 3
participant54 design reduce amount and technology does too company cut cost and council does too 4
participant54 page provide datum and website does too student reach level and pupil does too 5
participant54 paper address question and book does too study pose problem and question does too 5
participant54 page provide datum and section does too student reach level and player does too 4
participant54 student acquire skill and child does too doctor use test and study does too 4
participant54 author write book and poet does too delegate buy land and corporation does too 5
participant54 study pose problem and question does too programme face difficulty and country does too 4
participant54 parent set example and government does too company provide system and centre does too 4
participant54 paper address question and project does too project present problem and document does too 5
participant54 government use power and company does too authority exercise influence and state does too 4
participant54 team win match and player does too people play game and child does too 4
participant54 man hear word and listener does too people remember name and author does too 3
participant54 man shut door and activist does too gentleman close eye and employer does too 4
participant54 writer read word and teacher does too people remember name and author does too 4
participant54 programme face difficulty and community does too parent set example and man does too 4
participant54 company suffer loss and economy does too firm cause injury and storm does too 4
participant54 agent sell property and firm does too group hold meeting and company does too 4
participant54 girl like people and woman does too woman ask man and people does too 5
participant54 superpower fight war and country does too plan increase number and change does too 4
participant54 author write book and poet does too writer read word and teacher does too 6
participant54 service provide help and course does too researcher develop technique and university does too 3
participant54 member attend conference and delegate does too case require attention and process does too 5
participant54 report stress importance and official does too firm cause injury and storm does too 5
participant54 pupil use knowledge and child does too company provide system and centre does too 5
participant54 student acquire skill and group does too doctor use test and service does too 4
participant54 delegate buy land and investor does too agent sell property and owner does too 5
participant54 service provide help and scheme does too researcher develop technique and engineer does too 4
participant54 doctor use test and service does too physician pass time and family does too 4
participant54 member express view and participant does too company suffer loss and worker does too 4
participant54 student acquire skill and group does too family buy home and father does too 4
participant54 man shut door and activist does too route follow road and trail does too 4
participant54 medication achieve result and patient does too student reach level and pupil does too 5
participant54 programme offer support and centre does too service provide help and scheme does too 5
participant54 team win match and player does too people play game and team does too 4
participant54 father stretch arm and woman does too man wave hand and crowd does too 5
participant54 man lift hand and wrestler does too question raise head and issue does too 5
participant54 patient need treatment and family does too system use method and teacher does too 5
participant54 student acquire skill and child does too doctor use test and service does too 4
participant54 plan increase number and change does too design reduce amount and technique does too 4
participant54 delegate buy land and investor does too mother leave house and husband does too 3
participant54 member attend conference and delegate does too case require attention and law does too 6
participant54 people play game and team does too worker join party and professional does too 5
participant54 pupil use knowledge and child does too student acquire skill and child does too 6
participant54 pupil use knowledge and student does too authority exercise influence and state does too 6
participant54 mother leave house and husband does too family buy home and father does too 4
participant54 product satisfy demand and work does too study emphasise need and statement does too 5
participant54 force win battle and army does too commodity meet requirement and product does too 4
participant54 wife pour tea and man does too worker join party and professional does too 4
participant54 drug produce effect and combination does too committee consider matter and board does too 4
participant54 service provide help and course does too product satisfy demand and system does too 3
participant54 worker join party and engineer does too employee leave company and student does too 5
participant54 people share interest and organisation does too member express view and participant does too 5
participant54 parent set example and government does too company provide system and university does too 4
participant54 member express view and committee does too company suffer loss and economy does too 5
participant54 agent sell property and owner does too group hold meeting and court does too 4
participant54 team win match and club does too design reduce amount and technology does too 5
participant54 customer pay price and business does too graduate begin career and band does too 4
participant54 medication achieve result and patient does too man lift hand and wrestler does too 5
participant54 programme offer support and centre does too service provide help and course does too 3
participant54 member express view and participant does too pupil achieve end and school does too 5
participant54 man wave hand and referee does too employee start work and business does too 6
participant54 medication achieve result and programme does too student reach level and player does too 4
participant54 product satisfy demand and system does too commodity meet requirement and product does too 3
participant54 committee consider matter and panel does too study pose problem and question does too 4
participant54 researcher develop technique and engineer does too government use power and company does too 4
participant54 man shut door and police does too page provide datum and website does too 4
participant54 woman drink water and girl does too doctor use test and service does too 4
participant54 worker join party and professional does too employee leave company and student does too 3
participant54 people share interest and customer does too member express view and participant does too 3
participant54 man shut door and police does too gentleman close eye and chairman does too 4
participant54 woman drink water and girl does too system use method and teacher does too 1
participant54 question raise head and issue does too paper address question and project does too 4
participant54 people share interest and organisation does too authority exercise influence and state does too 5
participant54 charity help people and project does too panel discuss issue and board does too 5
participant54 team win match and player does too design reduce amount and technology does too 3
participant54 case require attention and law does too patient need treatment and family does too 4
participant54 charity help people and project does too school encourage child and parent does too 4
participant54 pupil use knowledge and child does too authority exercise influence and state does too 4
participant54 pupil use knowledge and student does too student acquire skill and child does too 5
participant54 user send message and server does too family receive letter and applicant does too 5
participant54 user send message and server does too man hear word and listener does too 4
participant54 man hear word and listener does too people remember name and friend does too 5
participant54 author write book and historian does too man hear word and listener does too 5
participant54 author write book and poet does too writer read word and reader does too 4
participant54 superpower fight war and country does too force win battle and army does too 5
participant54 people play game and team does too worker join party and engineer does too 5
participant54 firm cause injury and storm does too question raise head and issue does too 5
participant54 man wave hand and crowd does too employee start work and business does too 4
participant54 doctor use test and service does too physician pass time and child does too 4
participant54 girl like people and friend does too woman ask man and people does too 4
participant54 man lift hand and wrestler does too question raise head and event does too 4
participant54 people remember name and friend does too physician pass time and child does too 4
participant54 graduate begin career and student does too company suffer loss and worker does too 5
participant54 agent sell property and owner does too family buy home and parent does too 5
participant54 physician pass time and family does too road cross line and bridge does too 6
participant54 user send message and system does too man hear word and listener does too 3
participant54 programme face difficulty and country does too parent set example and government does too 3
participant54 charity help people and volunteer does too panel discuss issue and board does too 3
participant54 committee consider matter and panel does too study pose problem and paper does too 3
participant54 paper address question and book does too study pose problem and paper does too 4
participant54 user send message and system does too family receive letter and council does too 4
participant54 team win match and club does too people play game and child does too 5
participant54 woman ask man and friend does too father stretch arm and player does too 5
participant54 author write book and historian does too man hear word and audience does too 5
participant54 drug produce effect and plant does too employee start work and business does too 4
participant54 report stress importance and minister does too company cut cost and government does too 4
participant54 mother leave house and husband does too school encourage child and parent does too 4
participant54 member attend conference and delegate does too group hold meeting and court does too 5
participant54 man lift hand and woman does too question raise head and issue does too 3
participant54 service provide help and scheme does too product satisfy demand and system does too 4
participant54 question raise head and issue does too paper address question and book does too 6
participant54 student acquire skill and group does too doctor use test and study does too 5
participant54 service provide help and scheme does too product satisfy demand and work does too 7
participant54 report stress importance and official does too company cut cost and council does too 4
participant54 family receive letter and applicant does too survey collect information and council does too 6
participant54 route follow road and trail does too parent set example and government does too 4
participant54 member express view and participant does too pupil achieve end and group does too 4
participant54 man wave hand and crowd does too employee leave company and student does too 3
participant54 employee start work and business does too graduate begin career and band does too 5
participant54 author write book and historian does too delegate buy land and investor does too 4
participant54 team win match and club does too people play game and team does too 4
participant54 customer pay price and business does too company cut cost and council does too 4
participant54 programme offer support and centre does too road cross line and bridge does too 4
participant54 delegate buy land and corporation does too agent sell property and owner does too 4
participant54 wife pour tea and worker does too woman drink water and girl does too 5
participant54 family receive letter and council does too survey collect information and council does too 6
participant54 physician pass time and child does too road cross line and route does too 5
participant54 programme offer support and site does too service provide help and course does too 4
participant54 delegate buy land and corporation does too mother leave house and husband does too 4
participant56 report stress importance and minister does too company cut cost and government does too 1
participant56 force win battle and state does too people play game and child does too 1
participant56 design reduce amount and technique does too company cut cost and government does too 2
participant56 project present problem and document does too programme face difficulty and country does too 1
participant56 design reduce amount and technology does too company cut cost and government does too 2
participant56 pupil achieve end and school does too gentleman close eye and employer does too 1
participant56 student acquire skill and group does too doctor use test and study does too 1
participant56 pupil use knowledge and child does too company provide system and university does too 1
participant56 agent sell property and owner does too group hold meeting and company does too 1
participant56 commodity meet requirement and product does too charity help people and volunteer does too 1
participant56 group hold meeting and court does too man lift hand and woman does too 1
participant56 student acquire skill and child does too doctor use test and study does too 1
participant56 question raise head and issue does too paper address question and book does too 1
participant56 medication achieve result and programme does too drug produce effect and plant does too 3
participant56 product satisfy demand and system does too commodity meet requirement and system does too 2
participant56 wife pour tea and worker does too study emphasise need and report does too 1
participant56 writer read word and teacher does too people remember name and author does too 1
participant56 survey collect information and council does too page provide datum and section does too 1
participant56 force win battle and army does too commodity meet requirement and product does too 1
participant56 girl like people and woman does too survey collect information and council does too 1
participant56 wife pour tea and worker does too worker join party and engineer does too 1
participant56 school encourage child and parent does too employee leave company and student does too 1
participant56 woman ask man and people does too user send message and server does too 1
participant56 physician pass time and child does too road cross line and route does too 1
participant56 worker join party and engineer does too employee leave company and student does too 1
participant56 charity help people and project does too panel discuss issue and board does too 2
participant57 author write book and historian does too writer read word and reader does too 6
participant57 pupil achieve end and school does too gentleman close eye and chairman does too 2
participant57 committee consider matter and board does too panel discuss issue and board does too 7
participant57 programme offer support and centre does too service provide help and scheme does too 3
participant57 people play game and team does too worker join party and professional does too 1
participant57 route follow road and trail does too parent set example and man does too 1
participant57 author write book and poet does too delegate buy land and investor does too 2
participant57 report stress importance and minister does too firm cause injury and incident does too 3
participant57 people remember name and friend does too physician pass time and child does too 1
participant57 page provide datum and website does too student reach level and player does too 2
participant57 wife pour tea and man does too woman drink water and girl does too 2
participant57 study pose problem and paper does too programme face difficulty and country does too 5
participant57 user send message and server does too man hear word and listener does too 5
participant57 force win battle and state does too people play game and child does too 3
participant57 pupil achieve end and group does too gentleman close eye and chairman does too 1
participant57 people play game and child does too worker join party and professional does too 1
participant57 survey collect information and student does too page provide datum and website does too 6
participant57 company suffer loss and economy does too firm cause injury and incident does too 7
participant57 delegate buy land and corporation does too mother leave house and father does too 1
participant57 page provide datum and section does too student reach level and player does too 2
participant57 firm cause injury and storm does too question raise head and issue does too 2
participant57 graduate begin career and band does too company suffer loss and worker does too 1
participant57 student acquire skill and child does too doctor use test and service does too 2
participant57 paper address question and project does too project present problem and work does too 6
participant57 medication achieve result and programme does too student reach level and player does too 2
participant57 report stress importance and minister does too study emphasise need and statement does too 1
participant57 delegate buy land and investor does too agent sell property and firm does too 6
participant57 superpower fight war and army does too plan increase number and development does too 2
participant57 pupil use knowledge and student does too company provide system and centre does too 2
participant57 girl like people and friend does too plan increase number and change does too 2
participant57 company provide system and centre does too government use power and company does too 2
participant57 company suffer loss and economy does too firm cause injury and storm does too 6
participant57 survey collect information and student does too page provide datum and section does too 6
participant57 member express view and committee does too pupil achieve end and group does too 2
participant57 member attend conference and delegate does too case require attention and law does too 3
participant57 programme face difficulty and country does too parent set example and government does too 1
participant57 member attend conference and delegate does too group hold meeting and company does too 7
participant57 woman drink water and man does too doctor use test and study does too 1
participant57 man shut door and police does too gentleman close eye and employer does too 1
participant57 man wave hand and referee does too employee start work and team does too 2
participant57 worker join party and professional does too employee leave company and visitor does too 1
participant57 programme face difficulty and community does too parent set example and government does too 1
participant57 paper address question and project does too project present problem and document does too 5
participant57 road cross line and route does too route follow road and tour does too 7
participant57 doctor use test and service does too physician pass time and family does too 4
participant58 report stress importance and minister does too company cut cost and government does too 1
participant58 patient need treatment and child does too system use method and researcher does too 2
participant58 drug produce effect and plant does too committee consider matter and board does too 1
participant58 government use power and company does too authority exercise influence and court does too 6
participant58 programme face difficulty and community does too parent set example and man does too 1
participant58 researcher develop technique and engineer does too system use method and teacher does too 4
participant58 committee consider matter and board does too panel discuss issue and committee does too 6
participant58 superpower fight war and army does too plan increase number and change does too 1
participant58 writer read word and reader does too family receive letter and council does too 3
participant58 paper address question and book does too study pose problem and question does too 5
participant58 author write book and historian does too delegate buy land and corporation does too 1
participant58 committee consider matter and panel does too study pose problem and question does too 5
participant58 student acquire skill and group does too family buy home and parent does too 1
participant58 report stress importance and official does too firm cause injury and incident does too 2
participant58 drug produce effect and combination does too employee start work and business does too 1
participant58 school encourage child and parent does too employee leave company and visitor does too 2
participant58 paper address question and book does too project present problem and document does too 5
participant58 medication achieve result and patient does too man lift hand and woman does too 1
participant58 road cross line and route does too route follow road and trail does too 4
participant58 people share interest and customer does too authority exercise influence and court does too 1
participant58 survey collect information and council does too page provide datum and section does too 4
participant58 case require attention and process does too patient need treatment and family does too 5
participant58 woman drink water and man does too system use method and researcher does too 1
participant58 service provide help and scheme does too researcher develop technique and engineer does too 4
participant58 medication achieve result and programme does too student reach level and pupil does too 3
participant58 wife pour tea and man does too worker join party and professional does too 1
participant58 force win battle and army does too commodity meet requirement and product does too 1
participant58 member attend conference and representative does too group hold meeting and company does too 3
participant58 report stress importance and official does too firm cause injury and storm does too 1
participant58 user send message and system does too man hear word and audience does too 4
participant58 worker join party and engineer does too employee leave company and student does too 3
participant58 report stress importance and official does too study emphasise need and statement does too 6
participant58 pupil achieve end and school does too student reach level and pupil does too 5
participant62 superpower fight war and army does too team win match and club does too 3
participant62 patient need treatment and child does too programme offer support and site does too 1
participant62 worker join party and engineer does too employee leave company and visitor does too 3
participant62 route follow road and trail does too parent set example and man does too 1
participant62 delegate buy land and corporation does too agent sell property and firm does too 5
participant62 case require attention and law does too customer pay price and business does too 1
participant62 programme offer support and centre does too service provide help and scheme does too 2
participant62 people play game and child does too worker join party and professional does too 1
participant62 study pose problem and question does too programme face difficulty and community does too 1
participant62 man shut door and activist does too page provide datum and website does too 1
participant62 man lift hand and wrestler does too question raise head and issue does too 1
participant62 medication achieve result and patient does too man lift hand and woman does too 1
participant62 wife pour tea and man does too woman drink water and man does too 5
participant62 man wave hand and crowd does too employee start work and team does too 1
participant62 paper address question and project does too project present problem and work does too 5
participant62 project present problem and document does too programme face difficulty and community does too 1
participant62 medication achieve result and programme does too drug produce effect and plant does too 4
participant62 author write book and historian does too delegate buy land and corporation does too 1
participant62 delegate buy land and investor does too mother leave house and husband does too 2
participant62 gentleman close eye and chairman does too father stretch arm and player does too 3
participant62 people share interest and customer does too authority exercise influence and court does too 2
participant62 team win match and player does too people play game and team does too 5
participant62 man hear word and audience does too people remember name and author does too 3
participant62 product satisfy demand and work does too study emphasise need and statement does too 1
participant62 design reduce amount and technique does too company cut cost and council does too 2
participant62 charity help people and volunteer does too school encourage child and campaign does too 3
participant62 firm cause injury and storm does too question raise head and event does too 1
participant62 report stress importance and minister does too company cut cost and council does too 2
participant62 drug produce effect and combination does too committee consider matter and board does too 1
participant62 writer read word and reader does too people remember name and author does too 3
participant62 pupil achieve end and school does too student reach level and pupil does too 3
participant62 graduate begin career and band does too company suffer loss and economy does too 1
participant62 paper address question and book does too project present problem and work does too 4
participant62 report stress importance and official does too firm cause injury and incident does too 2
participant62 patient need treatment and family does too programme offer support and site does too 1
participant62 author write book and historian does too delegate buy land and investor does too 1
participant62 project present problem and document does too programme face difficulty and country does too 1
participant62 company provide system and university does too government use power and company does too 3
participant62 product satisfy demand and system does too commodity meet requirement and product does too 3
participant62 woman ask man and friend does too father stretch arm and woman does too 4
participant62 committee consider matter and board does too study pose problem and question does too 1
participant62 wife pour tea and worker does too study emphasise need and statement does too 1
participant62 force win battle and army does too people play game and child does too 1
participant62 drug produce effect and combination does too employee start work and business does too 1
participant62 mother leave house and husband does too family buy home and parent does too 3
participant62 writer read word and reader does too family receive letter and applicant does too 3
participant62 survey collect information and student does too page provide datum and section does too 3
participant62 researcher develop technique and university does too system use method and researcher does too 4
participant62 delegate buy land and investor does too mother leave house and father does too 3
participant62 member express view and committee does too pupil achieve end and group does too 3
participant62 pupil use knowledge and student does too student acquire skill and child does too 5
participant62 agent sell property and owner does too group hold meeting and company does too 1
participant62 man hear word and listener does too people remember name and friend does too 4
participant62 team win match and player does too design reduce amount and technology does too 1
participant62 product satisfy demand and system does too study emphasise need and statement does too 1
participant62 drug produce effect and combination does too committee consider matter and panel does too 2
participant62 author write book and poet does too writer read word and reader does too 3
participant62 people share interest and customer does too authority exercise influence and state does too 1
participant62 case require attention and law does too patient need treatment and child does too 1
participant62 wife pour tea and worker does too study emphasise need and report does too 2
participant62 researcher develop technique and university does too system use method and teacher does too 4
participant62 report stress importance and minister does too study emphasise need and statement does too 5
participant62 man shut door and activist does too gentleman close eye and chairman does too 5
participant62 worker join party and professional does too employee leave company and visitor does too 3
participant62 customer pay price and taxpayer does too company cut cost and government does too 1
participant62 pupil use knowledge and child does too student acquire skill and group does too 3
participant62 mother leave house and father does too family buy home and parent does too 3
participant62 graduate begin career and student does too company suffer loss and economy does too 1
participant62 commodity meet requirement and product does too charity help people and project does too 1
participant62 product satisfy demand and work does too commodity meet requirement and system does too 4
participant62 author write book and historian does too man hear word and audience does too 3
participant62 drug produce effect and plant does too employee start work and business does too 1
participant62 mother leave house and husband does too school encourage child and parent does too 3
participant62 people remember name and friend does too physician pass time and family does too 1
participant62 case require attention and law does too customer pay price and taxpayer does too 1
participant62 service provide help and scheme does too product satisfy demand and work does too 2
participant62 design reduce amount and technology does too company cut cost and council does too 1
participant62 superpower fight war and army does too plan increase number and development does too 1
participant62 girl like people and woman does too survey collect information and council does too 1
participant62 page provide datum and section does too student reach level and player does too 1
participant62 employee start work and team does too graduate begin career and band does too 4
participant62 drug produce effect and plant does too employee start work and team does too 1
participant62 drug produce effect and combination does too employee start work and team does too 1
participant62 customer pay price and business does too company cut cost and council does too 1
participant62 man shut door and police does too gentleman close eye and employer does too 4
participant62 wife pour tea and worker does too worker join party and engineer does too 3
participant62 wife pour tea and worker does too worker join party and professional does too 3
participant62 delegate buy land and corporation does too mother leave house and husband does too 1
participant64 paper address question and book does too project present problem and work does too 4
participant64 member express view and committee does too company suffer loss and economy does too 2
participant64 question raise head and event does too paper address question and project does too 3
participant64 wife pour tea and man does too study emphasise need and report does too 1
participant64 agent sell property and firm does too family buy home and parent does too 4
participant64 page provide datum and section does too student reach level and pupil does too 2
participant64 man lift hand and woman does too question raise head and event does too 3
participant64 writer read word and reader does too family receive letter and applicant does too 2
participant64 man wave hand and referee does too employee leave company and student does too 1
participant64 man shut door and police does too page provide datum and section does too 1
participant64 people remember name and author does too physician pass time and family does too 1
participant64 route follow road and trail does too parent set example and government does too 1
participant64 people share interest and organisation does too member express view and participant does too 5
participant64 wife pour tea and worker does too woman drink water and girl does too 4
participant64 man wave hand and crowd does too employee start work and business does too 1
participant64 man shut door and police does too page provide datum and website does too 1
participant64 woman drink water and girl does too doctor use test and study does too 1
participant64 study pose problem and question does too programme face difficulty and country does too 2
participant64 worker join party and professional does too employee leave company and student does too 1
participant64 drug produce effect and combination does too employee start work and team does too 1
participant64 commodity meet requirement and system does too charity help people and project does too 4
participant64 company suffer loss and worker does too firm cause injury and incident does too 2
participant64 customer pay price and taxpayer does too company cut cost and council does too 2
participant64 panel discuss issue and board does too project present problem and document does too 4
participant64 programme offer support and centre does too road cross line and bridge does too 1
participant64 wife pour tea and worker does too woman drink water and man does too 4
participant64 mother leave house and father does too family buy home and father does too 3
participant64 product satisfy demand and work does too commodity meet requirement and product does too 5
participant64 member express view and committee does too pupil achieve end and school does too 4
participant64 committee consider matter and panel does too panel discuss issue and committee does too 6
participant64 woman drink water and girl does too system use method and teacher does too 1
participant64 committee consider matter and panel does too study pose problem and paper does too 3
participant64 member attend conference and delegate does too group hold meeting and company does too 4
participant64 woman drink water and man does too doctor use test and service does too 1
participant64 girl like people and friend does too woman ask man and friend does too 2
participant64 wife pour tea and worker does too worker join party and engineer does too 1
participant64 medication achieve result and programme does too student reach level and pupil does too 2
participant64 report stress importance and official does too study emphasise need and statement does too 5
participant64 woman drink water and girl does too system use method and researcher does too 1
participant64 medication achieve result and patient does too drug produce effect and combination does too 4
participant64 route follow road and tour does too parent set example and man does too 2
participant64 force win battle and army does too people play game and child does too 2
participant64 writer read word and reader does too people remember name and author does too 4
participant64 programme offer support and site does too service provide help and scheme does too 5
participant70 patient need treatment and child does too programme offer support and site does too 1
participant70 man shut door and police does too route follow road and trail does too 4
participant70 route follow road and trail does too parent set example and man does too 3
participant70 author write book and historian does too writer read word and teacher does too 5
participant70 researcher develop technique and university does too government use power and company does too 5
participant70 page provide datum and website does too student reach level and player does too 5
participant70 wife pour tea and man does too woman drink water and girl does too 5
participant70 customer pay price and taxpayer does too graduate begin career and band does too 1
participant70 physician pass time and child does too road cross line and bridge does too 5
participant70 people play game and child does too worker join party and professional does too 1
participant70 man shut door and activist does too page provide datum and website does too 5
participant70 customer pay price and business does too graduate begin career and student does too 1
participant70 paper address question and project does too project present problem and work does too 5
participant70 author write book and historian does too delegate buy land and corporation does too 1
participant70 pupil use knowledge and child does too authority exercise influence and court does too 5
participant70 delegate buy land and investor does too agent sell property and firm does too 5
participant70 medication achieve result and patient does too student reach level and player does too 1
participant70 people share interest and customer does too authority exercise influence and court does too 5
participant70 commodity meet requirement and system does too charity help people and volunteer does too 1
participant70 girl like people and friend does too survey collect information and student does too 5
participant70 charity help people and project does too panel discuss issue and committee does too 5
participant70 woman drink water and man does too system use method and researcher does too 5
participant70 charity help people and volunteer does too school encourage child and campaign does too 5
participant70 gentleman close eye and employer does too father stretch arm and woman does too 5
participant70 plan increase number and change does too design reduce amount and technology does too 5
participant70 company suffer loss and worker does too firm cause injury and storm does too 5
participant70 survey collect information and council does too page provide datum and section does too 7
participant70 agent sell property and owner does too family buy home and father does too 3
participant70 pupil achieve end and school does too student reach level and pupil does too 4
participant70 graduate begin career and band does too company suffer loss and economy does too 1
participant70 superpower fight war and army does too force win battle and army does too 5
participant70 team win match and player does too design reduce amount and technique does too 5
participant70 people play game and child does too worker join party and engineer does too 4
participant70 survey collect information and student does too page provide datum and website does too 5
participant70 study pose problem and paper does too programme face difficulty and community does too 5
participant70 force win battle and state does too people play game and team does too 5
participant70 member attend conference and delegate does too people share interest and customer does too 4
participant70 wife pour tea and worker does too study emphasise need and statement does too 1
participant70 group hold meeting and company does too man lift hand and wrestler does too 5
participant70 pupil use knowledge and student does too authority exercise influence and court does too 5
participant70 woman ask man and friend does too user send message and system does too 5
participant70 father stretch arm and player does too man wave hand and referee does too 4
participant70 mother leave house and husband does too family buy home and parent does too 6
participant70 pupil achieve end and group does too student reach level and player does too 5
participant70 case require attention and process does too patient need treatment and family does too 1
