,subject1,verb1,object1,subject2,verb2,object2,score,range
782,child,acquire,skill,father,buy,home,0.6057692307692307,2.047065262876636
783,child,acquire,skill,parent,buy,home,0.6057692307692307,2.0216222500108993
784,group,acquire,skill,service,use,test,0.6672240802675585,1.7434235548768993
785,group,acquire,skill,study,use,test,0.6333041958041957,2.0306099141333434
786,group,acquire,skill,father,buy,home,0.5889423076923076,2.1450988964060187
787,group,acquire,skill,parent,buy,home,0.5091973244147158,1.8554481256654884
788,paper,pose,problem,community,face,difficulty,0.7550167224080268,1.9590672944112006
789,paper,pose,problem,country,face,difficulty,0.8076923076923077,1.8165902124584947
790,question,pose,problem,community,face,difficulty,0.7111204013377926,2.1292244686609876
791,question,pose,problem,country,face,difficulty,0.7023411371237458,1.754722594428877
792,army,fight,war,army,win,battle,0.9086538461538461,1.668115312456598
793,army,fight,war,state,win,battle,0.7801573426573426,1.698611605188598
794,army,fight,war,change,increase,number,0.546875,1.8991798382383418
795,army,fight,war,development,increase,number,0.4680944055944056,1.835791347111613
796,army,fight,war,club,win,match,0.75,2.101020160371079
797,army,fight,war,player,win,match,0.7618006993006993,2.068627752695196
798,country,fight,war,army,win,battle,0.8954849498327759,1.6466518911393766
799,country,fight,war,state,win,battle,0.9270104895104895,2.062340115802132
800,country,fight,war,change,increase,number,0.544314381270903,1.7171536334266988
801,country,fight,war,development,increase,number,0.5690559440559441,1.7357957866601168
802,country,fight,war,club,win,match,0.6333041958041957,1.4241272864946195
803,country,fight,war,player,win,match,0.6584448160535117,1.8639496507135744
804,council,collect,information,section,provide,datum,0.7403846153846153,2.0144406207413392
805,council,collect,information,website,provide,datum,0.7403846153846153,1.622754859285078
806,student,collect,information,section,provide,datum,0.748798076923077,2.01038968030247
807,student,collect,information,website,provide,datum,0.6814903846153846,1.636871352943461
808,club,win,match,technique,reduce,amount,0.6149475524475524,2.148693351058526
809,club,win,match,technology,reduce,amount,0.4963942307692308,1.9332146390351255
810,club,win,match,child,play,game,0.6899038461538461,1.7672544824662635
811,club,win,match,team,play,game,0.7813545150501672,1.7915038838941726
812,player,win,match,technique,reduce,amount,0.5267558528428093,1.827545060625483
813,player,win,match,technology,reduce,amount,0.44774247491638797,1.5942088872806428
814,player,win,match,child,play,game,0.834030100334448,1.6869646713465998
815,player,win,match,team,play,game,0.8603678929765887,1.629762707333015
816,server,send,message,applicant,receive,letter,0.6923076923076923,1.8322507626258084
817,server,send,message,council,receive,letter,0.6730769230769231,2.057154359296116
818,server,send,message,audience,hear,word,0.6153846153846153,1.9868616075658232
819,server,send,message,listener,hear,word,0.6730769230769231,2.057154359296116
820,system,send,message,applicant,receive,letter,0.8076923076923077,1.8829377433825436
821,system,send,message,council,receive,letter,0.7286789297658862,1.7513405368143935
822,system,send,message,audience,hear,word,0.6584448160535117,1.8639496507135744
823,system,send,message,listener,hear,word,0.6975524475524475,1.9451349011186303
824,man,pour,tea,report,emphasise,need,0.48798076923076916,1.9318084941243565
825,man,pour,tea,statement,emphasise,need,0.5706521739130435,1.9224079103855778
826,man,pour,tea,girl,drink,water,0.7908653846153846,1.8862584696941072
827,man,pour,tea,man,drink,water,0.7788461538461539,2.080521912542963
828,man,pour,tea,engineer,join,party,0.5091973244147158,1.7547225944288776
829,man,pour,tea,professional,join,party,0.5506993006993006,2.1197892568617505
830,worker,pour,tea,report,emphasise,need,0.44230769230769235,1.5690458125576712
831,worker,pour,tea,statement,emphasise,need,0.4405594405594405,1.8162327215148664
832,worker,pour,tea,girl,drink,water,0.8177884615384615,1.9049796241485242
833,worker,pour,tea,man,drink,water,0.7151442307692307,1.6934443076725039
834,worker,pour,tea,engineer,join,party,0.4543269230769231,1.5673294928413855
835,worker,pour,tea,professional,join,party,0.6584448160535117,1.7892962380969744
836,friend,ask,man,player,stretch,arm,0.5384615384615384,1.8336626845141692
837,friend,ask,man,woman,stretch,arm,0.5782342657342657,2.0539266585286633
838,friend,ask,man,server,send,message,0.625,2.0713464679952
839,friend,ask,man,system,send,message,0.6394230769230769,2.035909510816206
840,people,ask,man,player,stretch,arm,0.5721153846153846,1.970801352499661
841,people,ask,man,woman,stretch,arm,0.5598776223776224,1.6883866117241486
842,people,ask,man,server,send,message,0.5794314381270903,1.8166990000869698
843,people,ask,man,system,send,message,0.5874125874125874,1.9978343252987698
844,girl,drink,water,service,use,test,0.5618729096989966,1.999011613480532
845,girl,drink,water,study,use,test,0.5969899665551839,2.0333192941047544
846,girl,drink,water,researcher,use,method,0.45891608391608396,1.7232808737106582
847,girl,drink,water,teacher,use,method,0.4963942307692308,1.7189270330434436
848,man,drink,water,service,use,test,0.5132211538461537,1.8645238736369987
849,man,drink,water,study,use,test,0.5179765886287625,1.9499670616453952
850,man,drink,water,researcher,use,method,0.513986013986014,1.7922391615298476
851,man,drink,water,teacher,use,method,0.5384615384615384,2.0144406207413392
852,engineer,join,party,student,leave,company,0.6442307692307693,2.0154167712671147
853,engineer,join,party,visitor,leave,company,0.6646634615384615,1.9219366742195603
854,professional,join,party,student,leave,company,0.6496655518394648,2.0439827818864376
855,professional,join,party,visitor,leave,company,0.6145484949832776,1.9651107040193392
856,reader,read,word,applicant,receive,letter,0.6983173076923077,2.0425722629261767
857,reader,read,word,council,receive,letter,0.5673076923076923,2.0154167712671147
858,reader,read,word,author,remember,name,0.6478365384615384,1.9332146390351252
859,reader,read,word,friend,remember,name,0.5805288461538461,1.8012676695569996
860,teacher,read,word,applicant,receive,letter,0.6730769230769231,1.957890020745122
861,teacher,read,word,council,receive,letter,0.5805288461538461,1.8722806367125349
862,teacher,read,word,author,remember,name,0.5874125874125874,1.715728108915554
863,teacher,read,word,friend,remember,name,0.6346153846153846,1.7687768170607132
